Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,IST
3881,主任医师 教授,小儿心脏外科,北京,1,12391,"441,723",8,749,39,16,145,各位先心病患儿家长：您好，欢迎来到我的个人网站！                        我的服务宗旨是：让更多的先心病患儿获得适宜的诊断和处理——需要治疗的得到及时有效的治疗，可以不治疗的一定要避免不必要的处理。为了节省病人，尤其是京外病人家长的时间精力和就诊费用，建议可以先通过好大夫网站我的网页咨询或通过好大夫在线电话咨询希...望解决的问题（热线电话：4006 606 120）。通过对话交流，选择合适的时机再来医院就诊（有一些患儿并不需要立即来医院看病）。如的确需要来医院就诊，可采取转诊预约，,0.001695633
3882,住院医师,小儿脑瘫康复治疗中心,郑州,0,550,"50,227",0,39,3,2,0,欢迎词                        但愿人间常无病　　　何愁架上药生尘,0.000776475
3888,住院医师,小儿神经外科,西安,0,0,"2,811",0,0,1,1,0,,0
3977,副主任医师,儿科,北京,1,12186,"1,498,764",5,1670,11,4,1,,0.001114251
3996,住院医师,儿科,十堰,1,0,"8,404",0,0,0,0,0,,0
4004,副主任医师,新生儿科,长沙,1,0,"1,355",0,0,2,0,0,,0
4017,主治医师,儿童保健科,柳州,1,215,"17,905",1,0,1,0,0,,0
4026,主治医师,儿科,郑州,1,0,"10,532",0,0,1,0,1,,0
4079,副主任医师 副教授,小儿外科,武汉,1,7945,"268,403",3,356,25,6,11,,0.001326364
4103,副主任医师,小儿科,济南,0,200,"6,219",0,0,0,0,0,,0
4219,副主任医师,小儿科,郑州,0,0,"8,215",0,0,0,0,0,,0
4220,主治医师 讲师,儿科,哈尔滨,0,610,"54,996",2,109,1,0,0,雾化吸入及灌肠在大部分呼吸道患儿的广泛应用                        能用一些简单的方法治疗及治愈患儿尽可能降低不必要的吃药、打针等对患儿有损伤的治疗我们需要努力为患儿保驾护航,0.001981962
4222,主治医师,儿童保健中心,重庆,1,0,"46,471",0,10,3,0,1,,0.000215188
4225,主治医师,小儿心内科,北京,0,2019,"139,175",2,151,5,1,5,老老实实做事，踏踏实实做人，一切从心开始                        清华大学第一附属医院心脏中心小儿科是由国内著名心脏外科专家吴清玉教授和国内著名的心律失常专家李小梅教授带领的团队。年手术量八百余台，主要以各种复杂先心病为主，同时药物以及射频消融治疗各种心律失常。,0.001084965
4229,副主任医师,儿科,邢台,1,230,"52,175",5,5,3,1,1,,9.58313E-05
4247,副主任医师,新生儿科,深圳,1,0,"23,487",0,0,1,0,0,,0
4281,主治医师,儿科,漯河,1,0,"12,899",0,0,1,0,0,,0
4308,主任医师 教授,小儿外科,北京,1,905,"21,953",8,116,11,4,1,你若安好便是晴天                        当今社会一个家庭一般只有一个孩子，孩子的健康就意味着一个家庭的幸福和未来，职业赋予了我们一种责任，那就是尽我们所能，带给患儿健康和希望。因此，简单问题在网站上留言与我咨询，我会尽量给您当天回复，但是有时医院工作比较忙，也有时会回复不及时，...请您谅解！如果有家长比较着急可以预约电话咨询与我一对一沟通，我会尽量与您当天通话。                                        展开 >>,0.005284016
4315,主治医师,儿童保健科,中山,1,0,"9,465",0,0,1,0,0,,0
4326,副主任医师,儿科,上海,1,4631,"356,451",6,355,4,0,2,,0.000995929
4336,主任医师,儿童眼科,湖州,1,0,"8,859",0,0,1,0,0,,0
4337,副主任医师,发育与行为儿科,太原,0,670,"52,346",0,53,4,0,0,,0.001012494
4402,主治医师 研究员,小儿心外科,郑州,1,810,"82,714",21,95,6,4,3,铸就“心”的完美                        希望我的努力能给您的孩子带去健康！孩子有什么问题可以在网站给我留言，我会尽快给您答复！,0.001148536
4415,主任医师 教授,新生儿科,广州,1,2955,"616,776",49,384,9,0,3,早产儿之舟俱乐部在珠江新城欢迎你的加入！！！                        服务内容重点服务对象为早产儿，定期开办早产儿之舟俱乐部，欢迎您的加入。建立个人档案跟踪监测：定期进行体格发育、神经运动发育、行为及气质测查与指导系统干预训练：特殊儿童抚触、婴儿抚触、婴儿被动体操、各年龄段适宜运动训练（大运动、精细运动...、视听刺激、语言训练、行为培养）等个性化服务：一对一营养及保健指导，解决宝宝成长过程中家长面临的种种难题。,0.000622592
4428,副主任医师,儿童预防保健科,昆明,0,0,"2,063",0,1,0,0,0,,0.000484731
4431,主任医师 教授,儿童保健科,成都,1,1915,"199,092",4,201,5,0,5,《儿童生长发育的常见影响因素》电视健康讲堂                        成都电视台《第一健康》栏目链接第一期（4月23日）：http://www.cdtv.cn/show-115-1692-1.html第二期（4月24日）：http://www.cdtv.cn/show-115-1700-1.html,0.001009584
4449,主任医师 教授,小儿外科,广州,1,1770,"114,630",26,240,4,2,2,,0.002093693
4464,主治医师 讲师,儿外科,滨州,1,0,"1,397",0,0,0,0,0,,0
4499,主治医师,儿科,荆州,0,0,"2,866",0,0,2,0,0,,0
4516,主任医师,儿童保健所,长沙,1,200,"25,172",0,1,4,2,0,,3.97267E-05
4536,主任医师,儿保科,西安,1,0,"12,937",0,1,2,0,1,,7.72977E-05
4539,主任医师,儿童保健科,深圳,1,4157,"268,406",0,315,11,2,3,,0.001173595
4557,主任医师,儿外科,无锡,1,200,"8,672",0,0,2,0,0,,0
4627,主治医师,小儿泌尿科,武汉,0,0,"1,315",0,0,1,0,0,,0
4634,主治医师,小儿心外科,北京,1,58760,"1,578,209",13,3162,16,16,491,我的微博：http://weibo.com/lixiaofengyisheng                        ■提供胎儿心脏评估及出生后各种先心病手术治疗及微创手术的一站式咨询和服务。以爱心护心，用真心守护。■您的孩子就是我们的孩子，我们的目标是共同努力，为孩子驱走病魔，还孩子一颗健康的心脏，让孩子的世界充满阳光和欢乐！我的微博：http://w...eibo.com/lixiaofengyisheng■家庭贫困的孩子，来就诊住院的时候携带家庭贫困证明等材料，我帮助孩子们申请爱心基金救助。,0.002003537
4642,主任医师 副教授,新生儿内科,深圳,1,210,"21,069",0,1,5,0,0,,4.74631E-05
4702,主治医师,儿科,长沙,0,5,"1,998",0,1,3,0,0,,0.000500501
4727,主治医师,儿童口腔科,乌鲁木齐,0,200,"6,226",0,0,0,0,0,,0
4772,副主任医师,儿科,上海,1,290,"18,532",0,4,3,0,0,,0.000215843
4793,主任医师 教授,儿科,佛山,1,13841,"1,229,999",27,1001,17,3,13,"为脑瘫儿童解除障碍是我们的使命                        作者简介 刘振寰，儿科主任医师/教授/博士生导师,享受国务院特殊津贴的儿科专家.现为广州中医药大学附属南海妇儿医院副院长，脑瘫康复中心主任。1997～1998年赴美国、德国进修小儿脑瘫康复。国际亚洲大洋洲小儿神经协会终身会员,国际物理与康复...医学会会员，世界神经康复治疗学会会员，国际神经修复学会理事;世界中医药联合会儿科专业委员会常务理事;世界中医药联合会康复保健专业委员会常务理事.香港中华中医药学院/台湾中山医学科学院/印",0.000813822
4813,主治医师,小儿外科,日照,0,2560,"113,843",4,414,0,0,0,,0.003636587
4839,副主任医师,儿科,杭州,1,60,"15,260",0,11,0,0,0,,0.000720839
4883,副主任医师,小儿眼科,青岛,1,325,"7,648",14,36,3,0,0,,0.004707113
4884,主治医师,小儿脑瘫康复治疗中心,郑州,0,5,"6,691",0,2,6,0,0,,0.000298909
4887,主任医师,新生儿科,深圳,1,3960,"305,624",4,500,1,0,5,,0.001635997
4944,副主任医师 副教授,儿科,十堰,1,55,"18,628",7,11,0,0,0,,0.000590509
4963,住院医师,新生儿科,合肥,0,190,"42,274",0,48,2,0,0,,0.00113545
4967,副主任医师,中医儿科,石家庄,1,2530,"95,882",5,370,0,0,0,秉承业精于勤之古训，服务于广大患儿。                        愿小朋友们健康、快乐地成长。,0.00385891
4970,主治医师,小儿脑瘫康复治疗中心,郑州,0,1765,"136,787",8,148,8,3,3,,0.001081974
4975,主任医师,儿科,杭州,1,0,"3,266",0,0,6,0,0,,0
4983,主治医师 讲师,儿科,青岛,1,895,"129,477",9,138,1,0,2,欢迎咨询问题，尽我所能去解除患儿的病痛                        经我最大的努力，给患儿祛除病痛,0.001065826
4998,主治医师 讲师,儿科,上海,1,200,"9,678",0,0,1,0,0,,0
4999,副主任医师,小儿外科,南阳,1,145,"3,909",1,12,1,1,1,,0.003069839
5017,主治医师,儿科,西安,0,1641,"90,765",1,136,2,1,0,希望每位患儿早日康复，快乐成长！                        欢迎肾病或血液病患儿来到我的网站，希望我能为你们早日恢复健康提供帮助！,0.001498375
5058,副主任医师 副教授,斜视与小儿眼科,太原,1,10820,"449,035",5,717,15,2,11,欢迎                        欢迎各位访问我的网站，我将尽我所能给您带来满意的答复。,0.001596757
5068,主任医师 教授,儿科,十堰,1,530,"54,429",0,33,2,0,0,,0.000606294
5101,主治医师,儿科,丹东,1,295,"34,021",0,8,2,0,0,,0.000235149
5105,主任医师,新生儿科,杭州,1,20,"7,299",0,4,1,0,0,,0.00054802
5152,副主任医师 讲师,儿科,南京,1,0,"81,703",0,10,2,0,0,生命是如此的美丽 The life is the like this beauty                        阳光的清晨小小鸟在快乐地歌唱新生宝宝在咿呀呀地成长生命是如此的美丽……,0.000122395
5182,住院医师,儿科,上海,1,10,"4,022",0,2,0,0,0,,0.000497265
5191,副主任医师 副教授,儿内科,哈尔滨,1,745,"80,469",2,59,4,0,1,医者仁心                        各位新老患者，哈尔滨医科大学附属第一医院在群力建立分院已开始收治病人，我主管儿科门诊和病房，同时，我也在医大一院门诊出诊，如果您的小孩有关于呼吸系统和消化系统方面的疾病，可以通过我的网站进行咨询，我会及时回复您的问题，帮助您解忧排难！,0.000733202
5195,副主任医师 副教授,小儿科,成都,1,2095,"99,192",0,209,4,2,2,,0.002107025
5211,主治医师,儿童牙科,哈尔滨,0,50,"9,454",1,9,3,0,0,欢迎                        欢迎大家管理本网站，我将尽己所能，为您服务,0.000951978
5212,主治医师,儿童保健中心,北京,0,10,"5,794",0,2,1,0,0,,0.000345185
5215,副主任医师 副教授,儿科,钦州,1,5,"17,006",0,1,4,0,0,,5.88028E-05
5306,主治医师,儿童康复科,北京,1,3465,"105,775",0,450,1,0,0,,0.004254313
5333,住院医师,儿科,郑州,0,0,"10,974",0,0,0,0,0,,0
5346,副主任医师,儿科,北京,1,0,"2,133",2,0,0,0,0,,0
5367,副主任医师 副教授,儿科,大连,1,225,"38,010",1,23,3,0,0,,0.000605104
5406,主任医师 教授,小儿外科,济南,1,10805,"349,047",0,793,21,11,43,,0.0022719
5408,主任医师 副教授,儿科,青岛,1,0,"8,711",0,1,2,1,0,,0.000114797
5460,住院医师,小儿外科,贵阳,0,240,"8,451",0,7,2,1,0,,0.000828304
5471,主任医师,儿内科,济南,1,260,"18,615",0,6,4,0,0,,0.000322321
5503,主任医师 教授,儿外科,泸州,1,1685,"170,409",3,124,3,1,3,,0.000727661
5506,副主任医师 副教授,儿科,济南,1,35,"3,492",0,8,7,1,0,,0.002290951
5516,副主任医师 副教授,小儿血液肿瘤科,成都,1,615,"18,425",0,69,17,3,1,,0.003744912
5543,副主任医师 副教授,小儿泌尿外科,沈阳,1,605,"54,895",0,42,10,1,4,,0.000765097
5563,住院医师,小儿脑瘫康复治疗中心,郑州,0,0,835,0,0,1,1,0,,0
5564,主任医师 教授,小儿外科,上海,1,202890,"7,761,454",11,10100,180,132,616,,0.001301303
5577,主任医师 教授,儿内科,宁波,0,200,"30,064",0,2,5,0,0,,6.65247E-05
5595,住院医师 助教,儿科,新乡,0,200,"11,974",2,0,0,0,0,,0
5645,主治医师,儿科,江门,1,0,"35,916",3,0,1,0,0,"热烈欢迎光临本网站                        这里找不到最权威的答案,这里也找不到教授级的人物.但这里却找得到一位基层医生与普通患者的真实的交流的情况,尽心尽力找到最合适的答案,最佳的解决方案.....",0
5651,主治医师,儿科,上海,1,0,"9,151",0,0,2,0,0,,0
5666,住院医师,小儿外科,青岛,0,9160,"138,710",12,1012,0,2,2,我们承诺：竭诚为每一位患儿服务！                        山东大学齐鲁医院（青岛）小儿外科竭诚为每一位患儿服务。您的提问我会尽快回复，如因假期、值班等延误，敬请见谅。,0.007295797
5678,住院医师,新生儿科,潍坊,0,0,"125,166",10,10,0,0,0,网络无限，能力有限，尽力而为吧                        行医原则：健康所系，性命相托，慎之又慎！举手立誓：我决心恪守医德，竭尽全力，除人类之病痛，助健康之完美，维护医术的圣洁和荣誉，救死扶伤，不辞艰辛，执着追求，为祖国的医药卫生事业的发展和人类的身心健康奋斗终生。真心寄语：祝愿大...家健健康康！祝愿患者们早日康复！                                        展开 >>                 收起 <<,7.98939E-05
5692,副主任医师,小儿神经内科,广州,1,0,"15,879",0,2,1,0,0,,0.000125953
5736,住院医师 讲师,小儿外科,四平,1,0,"10,496",0,0,3,0,1,,0
5745,副主任医师,儿保科,濮阳,0,0,"1,236",0,0,1,0,0,,0
5765,副主任医师,儿科,南平,1,285,"46,355",0,9,0,0,1,,0.000194154
5776,主任医师,儿内科,厦门,1,35,"4,593",7,7,1,0,0,刘登礼博士个人网站开通了！                        如您的孩子有什么不适，欢迎家长朋友咨询！,0.001524058
5779,主治医师,小儿内科,北京,1,1910,"62,515",2,252,4,3,1,,0.004031033
5831,主治医师,儿科,北京,0,135,"19,833",6,23,1,0,1,欢迎词                        有时是治愈，常常是安慰，总是去帮助。用我的业余时间告诉您在医院里的医生无暇告诉您的事情。,0.001159683
5908,副主任医师 副教授,儿内科,青岛,1,4995,"324,636",10,304,3,1,18,,0.000936433
5925,住院医师,小儿泌尿外科,合肥,0,35,"33,295",1,5,1,0,0,,0.000150173
5936,副主任医师,新生儿科,连云港,1,0,"8,388",0,0,0,0,0,,0
5945,主治医师,儿科,呼伦贝尔,0,20,"7,049",0,3,0,0,0,欢迎词                        应当地患者的需求，特开通个人网站，欢迎大家咨询，我会尽我最大能力为各位初为人父母的年轻爸爸、妈妈们排忧解难！,0.000425592
5970,副主任医师,儿科,广州,1,0,"24,206",0,7,6,3,0,,0.000289184
6022,主任医师 副教授,斜视弱视与小儿眼科,天津,1,100436,"3,403,094",1,6362,167,69,129,欢迎词                        欢迎患者使用医指通预约挂号医指通网站预约:www.eztcn.com市内电话预约：400-6511-800异地患者专线：022-26690818,0.001869475
6112,副主任医师,儿科,襄阳,1,0,"11,703",0,0,2,0,0,,0
6122,主任医师 教授,儿童口腔科,武汉,1,3720,"262,817",0,326,24,6,2,,0.001240407
6131,主任医师 副教授,儿科,北京,1,2625,"295,705",4,248,6,4,2,,0.000838674
6141,主治医师,小儿神经康复科,郑州,0,23988,"1,030,394",25,1274,8,5,54,爱宝宝                        用爱心为宝宝服务。郑州大学第五附属医院,0.00123642
6151,副主任医师 副教授,儿科,长沙,1,210,"15,827",0,2,1,0,0,,0.000126366
6185,副主任医师,普外、新生儿外科,上海,0,235,"13,802",0,10,10,3,0,,0.000724533
6189,主治医师,小儿神经外科,上海,1,0,"4,883",0,2,4,0,1,小儿脑血管病                        小儿脑血管病发病率不高，但专职医师更少，本专栏为全国脑血管病的患儿提供一个咨询的平台。,0.000409584
6225,主治医师,小儿外科,安庆,0,20,"1,455",0,3,0,0,0,健康童年                        希望能给家长朋友们一些帮助，有关小儿疝气，包茎，隐睾，肠套叠，先天性巨结肠，先天性胆总管囊肿等方面的问题，可以留言咨询。,0.002061856
6264,副主任医师,小儿神经内科,温州,1,9310,"611,653",1,698,16,3,21,,0.00114117
6274,主治医师,儿科,郑州,1,775,"74,545",0,40,4,2,0,,0.000536589
6308,副主任医师,儿科,石嘴山,0,260,"128,199",8,21,0,0,0,,0.000163808
6313,主治医师,新生儿科,广州,1,165,"20,400",0,21,1,0,0,,0.001029412
6320,住院医师,中医儿科,安阳,0,0,"2,891",0,0,0,0,0,,0
6330,副主任医师 讲师,儿童保健科,南京,1,310,"39,953",0,47,2,0,0,呵护宝宝的健康                        每位宝宝都能健康茁壮的成长，是我最欣慰的事情。,0.001176382
6356,副主任医师 副教授,儿科肾病专科,武汉,1,230,"15,899",0,8,9,3,1,,0.000503176
6372,主治医师,小儿科,天津,1,225,"19,140",0,5,0,0,1,欢迎您的到来：                        身心健康是孩子最宝贵的财富，当前社会应该关心重视这个问题，家长和大夫更是责无旁贷。,0.000261233
6376,主任医师 教授,小儿外科,开封,1,11040,"354,295",3,378,5,1,10,开封市儿童医院                        :开封市儿童医院外科涵盖了小儿普外、心胸外科、新生儿外科、泌尿外科、骨科等专业，现拥有主任医师5名，副主任医师3名的高职称专业队伍，能够开展小儿先天性心脏病（如房、室间隔缺损，动脉导管未闭，法洛式四联征等）复杂性心脏畸形的手术治疗。新生儿外...科开展各类消化道畸形：如先天性食道闭锁、膈疝、十二指肠梗阻、先天性巨结肠、肠闭锁及肛门闭锁等疾病的治疗，治愈率高，大大提高了患儿的生活质量。普外科开展纵膈肿瘤、胆总管囊肿、肝肾肿瘤、畸胎瘤、神经母细胞瘤,0.001066908
6397,主治医师,儿科,鹤岗,0,200,"7,145",0,0,0,0,0,,0
6437,住院医师,小儿微创整形泌尿外科,广州,1,795,"29,611",1,112,2,2,1,,0.003782378
6438,主治医师,小儿重症监护室,安阳,1,10,"1,724",2,1,0,0,0,愿健康相伴您一生!                        希望我可以帮助你，希望所有宝贝健康成长。,0.000580046
6456,主管技师,儿童神经康复科,广州,1,205,"12,284",4,1,0,0,0,,8.14067E-05
6477,住院医师,儿科,北京,1,640,"55,072",0,24,0,0,0,,0.000435793
6489,主任医师 副教授,儿内科,厦门,1,15,"5,171",0,4,3,0,0,,0.000773545
6547,主任医师,心儿科,广州,1,500,"86,354",0,72,21,6,6,,0.000833777
6569,主任医师,小儿普外科,哈尔滨,1,200,"7,064",0,1,5,2,0,,0.000141563
6572,主治医师 讲师,小儿外科,北京,1,5970,"426,915",0,815,2,0,3,,0.001909045
6593,主治医师,儿童康复科,成都,1,10,"1,574",1,2,0,0,0,,0.001270648
6598,主治医师 讲师,小儿外科,南充,1,25,"14,260",5,5,2,0,1,欢迎咨询和就诊                        欢迎您光临梁云大夫个人网页，我和您一样关心孩子的健康，孩子的健康快乐是你我共同的心愿！为方便咨询，请详细注明患儿年龄、体重、主要症状及超声，CT片，DR片等辅助检查资料，以便全面准确地评估孩子的病情！,0.000350631
6601,主任医师,新生儿科,广州,1,0,"51,509",0,2,1,0,0,,3.88282E-05
6602,主治医师,儿内科,兰州,1,0,"18,177",0,0,2,0,0,,0
6619,主任医师 教授,新生儿专科,中山,0,3104,"796,180",3,373,5,2,6,,0.000468487
6623,副主任医师,儿科,成都,1,15,"4,106",0,3,0,0,0,,0.000730638
6662,主任医师 教授,儿科,西安,1,10,"9,172",23,4,1,0,0,,0.00043611
6675,主治医师,儿科,深圳,1,45,"2,146",0,7,0,0,0,一份激情，一份守候                        我从事儿科多年，对儿科的激情未曾减少，希望我的激情及专业知识能帮助更多的人！,0.003261883
6676,住院医师,小儿科,菏泽,0,0,"3,313",0,0,0,0,0,,0
6711,主治医师,儿童康复中心,长沙,1,70,"63,248",1,25,2,2,1,相聚即是缘                        晨有清逸，暮有闲愁，梦随心动，心随梦求！,0.000395269
6736,副主任医师 副教授,小儿保健科,临沂,0,205,"28,766",5,35,2,0,0,欢迎词                        每周除了周四休息，其他时间都在儿保科矮小门诊坐诊,0.001216714
6804,副主任医师,小儿眼科,佛山,0,355,"186,757",54,13,4,0,1,,6.96092E-05
6815,副主任医师 副教授,儿科,上海,1,220,"30,548",0,4,1,0,1,,0.000130941
6824,主治医师 讲师,小儿脑病康复科,郑州,1,710,"57,269",4,60,6,3,1,,0.001047687
6856,副主任医师 副教授,儿童口腔病科,石家庄,0,1620,"142,622",4,93,1,0,0,儿童牙科医生                        想到儿科，总是哭声一片，儿童牙科，更是让人胆寒。所以，在我们国家的医疗环境和秩序还不尽人意的今天，千万保护好孩子的牙。,0.000652073
6908,主治医师,儿科,上海,1,140,"40,434",1,29,2,1,1,,0.000717218
6978,副主任技师,儿科康复中心,重庆,0,430,"23,979",0,50,0,0,1,,0.002085158
6979,主任医师 教授,小儿外科,哈尔滨,1,540,"60,820",1,46,5,1,0,,0.00075633
7034,主治医师,儿科,安阳,0,0,"1,852",0,0,0,0,0,,0
7062,副主任医师,儿科,青岛,1,0,"9,146",0,0,1,0,0,,0
7117,主治医师,小儿眼科,安阳,0,0,"15,735",0,1,6,1,1,,6.35526E-05
7118,主治医师,普外、新生儿外科,深圳,0,0,762,0,0,0,0,0,,0
7126,主任医师 副教授,小儿心血管内科,温州,1,690,"80,392",3,65,6,1,2,,0.000808538
7129,主任医师 教授,儿童保健科,重庆,1,980,"45,794",0,147,2,0,0,,0.003210028
7165,住院医师,小儿心外科,郑州,1,0,"2,530",0,0,0,0,0,欢迎词                        儿童的心律失常没有引起家长及普通医生的重视，且相关方面的专业医生寥寥无几。目前：一些孩子因心动过速发作而烦躁不安，或因心动过缓而精神不振；一些孩子感冒后被盖上“病毒性心肌炎”的大帽子，而真正的心肌炎却被漏诊、误诊；先天性心脏病术前、术后的心...律失常问题也向医生提出了挑战！今天，一位致力于小儿心律失常专业的医生来了，希望能在最大程度上给可爱的孩子们提供帮助。                                        展开 >>,0
7208,副主任医师 副教授,小儿神经外科,郑州,1,280,"18,347",0,12,0,0,0,,0.000654058
7210,主任医师 教授,小儿泌尿外科,上海,1,102523,"3,976,262",8,5678,174,102,564,,0.001427974
7261,住院医师,儿科,广州,0,435,"15,731",0,54,0,0,0,,0.003432712
7288,住院医师,小儿神经外科,上海,1,400,"6,409",0,43,18,5,1,,0.006709315
7296,主治医师,儿科,北京,1,475,"13,418",0,61,0,0,1,儿童强，中国强！                        儿科大夫的使命：让每个儿童拥有良好的开端，美好的未来！,0.004546132
7303,副主任医师,儿童普外科,成都,1,500,"46,902",3,26,2,0,0,尽我所能为患儿解除病痛，是我的毕生追求                        病急不能乱投医，要请专科医师诊治疾病，特别是儿童这个特殊群体，应该受到社会及医疗界的广泛关注，他们是我们明天的希望！,0.000554347
7375,主任医师 教授,儿童保健门诊,长春,1,416,"51,337",1,21,1,0,1,尽其所能为孩子的身心健康成长保驾护航！                        欢迎身材矮小、性早熟、多动症、抽动症患儿就诊！早产儿、低出生体重儿、发育迟缓儿、正常小儿前来进行系统保健及发育促进！,0.000409062
7450,主治医师,儿童口腔科,成都,1,250,"37,129",1,22,4,0,1,,0.000592529
7485,主任医师 教授,小儿心血管科,成都,1,1245,"56,706",0,69,3,0,14,倾听是种艺术                        好大夫的修养有很多，倾听是一种重要的沟通,0.001216802
7508,主任医师,儿科,沈阳,1,300,"22,020",0,4,0,0,1,欢迎咨询                        愿陪伴您新出生的宝贝健康成长。,0.000181653
7510,主任医师 教授,小儿骨科,郑州,1,10,"69,354",0,34,23,7,0,您孩子的健康使者                        我主要从事先天性脊柱脊髓畸形的诊治研究，主要治疗先天性脊柱侧弯，先天性脊髓畸形，可一期手术治疗先天性脊柱脊髓畸形，减少花费痛苦和住院时间。利用我的网站您可以：1、对于已经找我面诊过得患者（尤其是外地患者），不方面复诊或病情发生变化时，可直...接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，也可以通过电话咨询的方式向我咨询有关疾病的相关问题，由于医院工作繁忙，网上咨询暂时没有时间回复，请理解。家长可以申请电话咨询服务与我沟通，我将,0.000490238
7515,住院医师,口腔儿童科,杭州,1,1222,"84,148",1,87,0,0,0,欢迎大家咨询儿牙问题                        我会尽量抽时间回答大家的问题！,0.001033893
7553,副主任医师,小儿外科,温州,1,560,"37,084",0,99,2,0,0,欢迎词                        让我们一起关注儿童健康事业！,0.002669615
7562,住院医师,心儿科,广州,0,10,"6,100",15,3,1,0,0,,0.000491803
7565,副主任医师,妇儿科,北京,1,570,"71,850",1,46,3,1,1,,0.000640223
7634,主任医师,小儿内科,济南,1,1600,"37,649",2,223,11,2,0,,0.005923132
7637,主任医师 副教授,新生儿科,广州,1,0,"9,449",0,1,0,0,0,,0.000105831
7672,主任医师 教授,小儿外科,济南,1,4510,"231,187",0,326,12,1,7,健康一生                        孩子是祖国的花朵，让我们为每一朵花献出爱心，欢迎大家与我共同探讨小儿外科疾病的治疗。,0.001410114
7755,主任医师,儿童康复中心,上海,1,6554,"506,441",0,619,9,3,14,欢迎词                        康复一人，幸福全家。,0.001222255
7775,主任医师 教授,小儿内科,石家庄,1,200,"13,400",0,1,9,0,0,,7.46269E-05
7795,主治医师,儿科,成都,0,2925,"57,005",6,297,1,1,0,专业有爱的儿科医生                        作为一位女儿的爸爸，我深深地理解每一位家长在孩子生病后的心情，上班时间没有没有沟通到位的，我会利用闲暇时间在网上答疑。当然，医学博大精深，也有许多我解决不了的问题，但我一定能给你正确的引导。,0.005210069
7821,主治医师,儿科,北京,0,300,"29,949",0,10,0,0,0,,0.000333901
7855,主治医师,小儿神经内科,北京,1,155,"31,258",0,30,0,0,1,,0.000959754
7869,主任医师,儿科,宜昌,0,0,"2,295",0,0,0,0,0,,0
7872,副主任医师,儿科,常州,1,290,"45,199",5,8,3,1,0,每一个孩子的健康是我们儿科医生的使命                        常州市第二人民医院                儿童生长发育联合会诊会诊时间：2010年10月24日（周日）上午8点会诊地点：常州市第二人民医院儿科门诊二楼会诊专家：沈永年（全国儿童内分泌专家、上海儿童医学中心教授）      ...    吴果（常州市第二人民医院儿科副主任医师）会诊内容：诊断儿童矮小、性早熟、甲状腺疾病、儿童肥胖、早发育等儿科内分泌类疾病专家预约电话：0519-88106550网址：HTTP：//ww,0.000176995
7900,主任医师 教授,儿童保健科,成都,1,4730,"582,906",0,433,6,0,5,,0.00074283
7914,主治医师,儿科,杭州,1,731,"55,102",1,32,0,0,3,,0.000580741
7928,主治医师,内儿科,阳江,0,0,747,0,0,0,0,0,,0
7961,副主任医师,儿童口腔科,天津,1,200,"12,550",0,7,1,0,1,尽我微薄之力，给您些许帮助                        各位患者、患者家长好，我是高原荣，希望能帮您解决一些实际问题。,0.000557769
7963,副主任医师,小儿康复科,北京,1,245,"27,037",0,10,7,0,0,,0.000369864
7972,住院医师,小儿科,淮南,0,0,"9,907",0,0,2,0,0,,0
8026,副主任医师 副教授,儿童保健所,上海,1,300,"55,219",4,63,1,0,1,欢迎来到上海儿童医院儿童保健所咨询张金凤医生                        感谢您对我的信任，我愿尽我所能解答您的问题，希望能对您有所帮助。,0.001140912
8035,副主任医师 副教授,小儿外科,西安,1,16006,"1,022,788",30,1396,37,22,47,祝福大家，祝福天下所有的孩子和父母                        每一位患者顺利康复都能给我带来一丝慰藉，心中都有一块石头轻轻落地，愿天下的孩子都能健康成长，愿天下的父母都能心情愉快，谢谢大家对我的信任，我将继续不遗余力地去帮助每一位需要我的患儿和他们的父母，努力提高自己的医疗技术，减少他们的痛苦，在充满...诱惑纷繁复杂的社会中净化自己的灵魂。祝福大家，祝福天下所有的孩子和父母。                                        展开 >>,0.001364897
8045,副主任医师 副教授,儿科,南京,1,7625,"677,807",4,573,4,1,8,爱心、耐心、细心、真心是我不变的信条                        没有最好，只有更好是我永恒的追求，但愿您的宝贝在你我的共同呵护下健康快乐成长。,0.000845373
8047,主治医师,小儿外科,郑州,1,70,"10,684",3,9,0,0,0,欢迎词                        小儿手术哪里去，省医小儿外科帮助您！,0.000842381
8069,副主任医师 副教授,儿科,北京,1,0,"13,827",0,0,1,0,0,,0
8166,副主任医师 副教授,儿科,南京,1,3626,"150,339",5,144,17,3,7,欢迎您！                        肾小球疾病迁延数年甚至数十年，本人从事儿童肾小球疾病十余年临床工作，在肾病研究所刘志红院士指导下完成三年博士后工作，有幸在研究所临床治疗童年得肾小球疾病，迁延至成人甚至老人的患者，循证了肾脏疾病从儿童到中老年的发生发展过程，希望能在网上为各...位家长排忧解惑！时间有限，请您见谅。                                        展开 >>                 收起 <<,0.000957835
8175,主任医师,儿科,北京,1,250,"31,306",0,15,5,0,0,,0.000479141
8178,主治医师 研究员,小儿外科,临沂,0,0,"3,280",0,0,0,0,0,,0
