,医生职称,医生所在城市,医生有无简介,总文章数,患者投票数,感谢信数,心意礼物数,医生欢迎词,IST0_1erke
172,副主任医师 副教授,潍坊,1,32,3,1,9,关注儿童身心健康                        生命相托，精医厚德；呵护生命，情满鸢都。“世间最珍贵的东西莫过于真理。人世间的贫富、美丑、是非，恰如过眼烟云，终归要归于寂灭；而真理之光却永远照耀着世间，使病者得愈、贫者致富，忧伤的人们得以快乐。”,0.048901632
173,副主任医师,北京,1,1,3,1,1,,0.048788785999999994
174,副主任医师 副教授,大连,1,1,3,0,0,,0.048588167
175,住院医师,西安,1,0,0,0,1,,0.048504502000000005
176,副主任医师,广州,1,0,1,0,0,,0.048333590999999995
177,主任医师 教授,广州,1,43,9,0,3,早产儿之舟俱乐部在珠江新城欢迎你的加入！！！                        服务内容重点服务对象为早产儿，定期开办早产儿之舟俱乐部，欢迎您的加入。建立个人档案跟踪监测：定期进行体格发育、神经运动发育、行为及气质测查与指导系统干预训练：特殊儿童抚触、婴儿抚触、婴儿被动体操、各年龄段适宜运动训练（大运动、精细运动...、视听刺激、语言训练、行为培养）等个性化服务：一对一营养及保健指导，解决宝宝成长过程中家长面临的种种难题。,0.048043687
178,主治医师 讲师,北京,1,0,0,0,13,,0.04733003
179,副主任医师,北京,1,5,1,0,4,欢迎词                        让孩子们都健康成长！,0.047270369000000007
180,主治医师,郑州,1,17,6,1,3,座右铭                        勤求古训医疾医人医德   博采众方治病治身治心,0.046929919
181,副主任医师 副教授,十堰,1,7,0,0,0,,0.046666235
182,副主任医师,济南,1,0,3,0,1,,0.04643559
183,主治医师,西安,0,0,1,0,0,希望每位患儿早日康复，快乐成长！                        欢迎肾病或血液病患儿来到我的网站，希望我能为你们早日恢复健康提供帮助！,0.04636542
184,主任医师,杭州,1,0,1,0,0,,0.046051050999999996
185,主任医师 教授,十堰,1,0,2,0,0,,0.045377060999999996
186,主治医师,杭州,1,1,0,0,3,,0.044578467999999996
187,主治医师,北京,0,0,3,0,3,欢迎广大患友咨询有关心脏外科冠心病、风湿性瓣膜病、...                        可咨询有关心脏外科小儿先天性心脏病问题 手术及术后复查,0.042714019000000006
188,主任医师 教授,辽阳,1,16,2,1,4,欢迎词                        用我的真心换你的笑容！关注孩子的身高，关注孩子的未来！,0.042361893
189,主治医师,呼伦贝尔,0,0,0,0,0,欢迎词                        应当地患者的需求，特开通个人网站，欢迎大家咨询，我会尽我最大能力为各位初为人父母的年轻爸爸、妈妈们排忧解难！,0.042336646
190,住院医师,上海,1,0,0,0,0,,0.042284443
191,主治医师,郑州,1,3,3,1,1,欢迎您的咨询！                        我愿竭诚为您服务！,0.042223268
192,主任医师 教授,泰安,1,0,4,0,0,,0.042051113
193,主任医师 教授,济南,1,0,2,1,2,,0.041588942999999996
194,主任医师,杭州,1,0,16,1,1,愿我的微薄之力有助于您的孩子的健康，乃我之幸也！                        为人母，深感孩子的健康牵动父母乃至全家的神经！身为郑州市儿童医院一名普通的职工，深感肩头的责任之重！身为国家培养的一名医生，深感肩头的义务之大！,0.04145688
195,副主任医师,成都,1,3,2,0,0,尽我所能为患儿解除病痛，是我的毕生追求                        病急不能乱投医，要请专科医师诊治疾病，特别是儿童这个特殊群体，应该受到社会及医疗界的广泛关注，他们是我们明天的希望！,0.041343384
196,主治医师,铁岭,1,5,0,0,0,让我们的宝宝更健康                        孩子是我们的希望，孩子的健康是我们的愿望，希望我们的交流能让妈妈安心，让宝宝健康快乐！,0.040790345
197,副主任医师 副教授,武汉,1,0,9,3,1,,0.040739748
198,住院医师,贵阳,0,0,2,1,0,,0.040249627999999996
199,副主任医师,西安,1,0,13,0,1,欢迎词                        +有问题尽量到门诊就诊 看到孩子结合临床及必要的检验才能做出较明确的诊断及准确的治疗 尤其是小儿腹泻原因不同 治疗方法也不同 谢谢理解！,0.040184365
200,主治医师,郑州,1,0,4,2,0,,0.039846255
201,副主任医师,天津,1,11,12,2,0,关注脑瘫患儿，托起明天的太阳！                        脑性瘫痪过去曾被认为是“不治之症”，由于康复医学的发展给脑性瘫痪患儿的治疗带来了希望。但脑性瘫痪的治疗不适一种方法、一朝一夕的短期治疗就能解决的问题，而是一个需要发出人力、物力及长时间的综合治疗过程。不仅需要医生与家长的配合，而且需要全社会...的支持。宣传、普及脑性瘫痪的防治知识显得格外重要。        脑性瘫痪的病因是多方面的，但新生儿窒息、早产与核黄疸在我国许多地区目前仍是脑性瘫痪的主要致病原因。作为一个儿科医生，多年,0.039630431
202,副主任医师 副教授,上海,1,0,3,0,2,,0.039608521
203,主治医师,成都,1,1,3,0,1,,0.039025624
204,副主任医师 副教授,沈阳,1,0,10,1,4,,0.038603395
205,主任医师 教授,西安,1,40,6,2,6,但愿人间无疾苦 宁愿架上药生尘                        时间调整为 周一、三、五上午高新医院国际部儿科诊室门诊儿童处于生长发育阶段，是成人的基础，不少成人的躯体疾病、心理异常、性格行为等问题，都与儿童时期身心健康有关，然而在儿童时期，小儿缺乏自卫能力，其健康易受营养、疾病、外界环境的各种因素...影响，是最易受伤害的人群，因此，要保证儿童身心健康，防治各种疾病，需要全社会、家长和医护人员的共同关注，早发现、早诊断、早治疗，促进儿童健康成长。希望大家在咨询问题时，将详细的病情和相关的化,0.037867907
206,副主任医师,杭州,1,0,3,1,1,,0.037322951
207,副主任医师 副教授,郑州,1,3,2,0,3,欢迎咨询                        竭诚为患者朋友服务,0.037050701
208,主任医师 教授,长沙,1,1,3,1,0,,0.037019025
209,副主任医师,济宁,0,2,0,0,0,,0.03614512
210,主任医师 教授,北京,1,1,7,3,4,我的愿望                        愿所有的患儿得到最好的治疗！,0.035352802
211,副主任医师 讲师,成都,1,0,2,0,0,,0.034920743
212,住院医师,上海,0,0,1,0,0,,0.034609109
213,住院医师,西安,0,0,1,0,0,,0.033919568
214,主治医师,济宁,1,7,1,0,0,,0.033861447
215,副主任医师 副教授,广州,1,0,12,1,0,,0.033822302
216,主治医师,北京,0,0,1,0,0,,0.033769258999999996
217,住院医师,北京,1,0,0,0,0,,0.033680126
218,主任医师 教授,济南,1,0,2,0,1,,0.033438799
219,主治医师 讲师,南充,1,5,2,0,1,欢迎咨询和就诊                        欢迎您光临梁云大夫个人网页，我和您一样关心孩子的健康，孩子的健康快乐是你我共同的心愿！为方便咨询，请详细注明患儿年龄、体重、主要症状及超声，CT片，DR片等辅助检查资料，以便全面准确地评估孩子的病情！,0.033222905
220,主任医师,上海,1,3,46,13,1,"关爱孩子牙齿健康                        ""热心、耐心、爱心、细心”是我的追求，您孩子“健康的牙齿，甜美的微笑”是对我最大的褒奖。",0.033093764
221,副主任医师,北京,1,5,2,1,11,欢迎词                        尽自己所能、所长，解除您的疑问、顾虑,0.033046483
222,副主任医师,沈阳,1,0,3,0,0,,0.032222394
223,主任医师,北京,1,0,5,0,0,,0.03159384
224,主任医师,杭州,1,0,2,0,3,,0.031580566000000004
225,主治医师 讲师,驻马店,0,15,1,1,0,,0.030984442
226,主任医师 教授,郑州,1,0,23,7,0,您孩子的健康使者                        我主要从事先天性脊柱脊髓畸形的诊治研究，主要治疗先天性脊柱侧弯，先天性脊髓畸形，可一期手术治疗先天性脊柱脊髓畸形，减少花费痛苦和住院时间。利用我的网站您可以：1、对于已经找我面诊过得患者（尤其是外地患者），不方面复诊或病情发生变化时，可直...接申请电话咨询与我一对一进行深度咨询;2、没有就诊过的患者，也可以通过电话咨询的方式向我咨询有关疾病的相关问题，由于医院工作繁忙，网上咨询暂时没有时间回复，请理解。家长可以申请电话咨询服务与我沟通，我将,0.030623348999999998
227,主治医师,成都,1,0,0,0,0,,0.030583357999999998
228,主任医师 教授,长春,1,1,1,0,1,尽其所能为孩子的身心健康成长保驾护航！                        欢迎身材矮小、性早熟、多动症、抽动症患儿就诊！早产儿、低出生体重儿、发育迟缓儿、正常小儿前来进行系统保健及发育促进！,0.030026741000000003
229,副主任医师,临沂,1,0,1,0,1,小儿先天性心脏病之家                        小儿先天性心脏病介入治疗技术，是我科的技术特色，它以“不开刀、不留疤、不输血、恢复快、住院时间短、疗效好”为突出优点，广大患者就此问题提问，我们更有回答优势。,0.028782612000000003
230,主任医师,无锡,1,0,5,0,1,欢迎词                        无锡市人民医院儿童康复科将在9月20日起开设儿童康复病房，方便患儿康复，住院后可得到强化训练和治疗，起到更好地疗效。并在12月以前住院者将免费提供一个项目的治疗。,0.028626272
231,主治医师,太原,1,0,1,0,0,,0.028413856
232,主治医师 讲师,泸州,1,0,3,0,0,,0.027946499
233,副主任医师,天津,1,0,1,0,1,尽我微薄之力，给您些许帮助                        各位患者、患者家长好，我是高原荣，希望能帮您解决一些实际问题。,0.027327569
234,主治医师,哈尔滨,1,3,0,0,1,,0.027132076
235,副主任医师,上海,1,0,16,1,0,,0.026814726
236,主治医师,潍坊,1,5,2,0,1,选择我，选择放心！O(∩_∩)O                        真诚为患者服务！得到大家认可，是我最大的心愿！,0.026651118999999997
237,副主任医师 副教授,中山,0,3,5,2,6,,0.026543885
238,主任医师 教授,西安,1,14,1,0,0,,0.026187616
239,主治医师,北京,0,0,0,0,0,,0.025952762999999997
240,主治医师,广州,1,0,6,0,0,,0.025690902
241,住院医师,深圳,0,0,0,0,0,,0.025269091
242,主任医师 教授,广州,1,11,7,0,0,欢迎词                        为人父母虽然辛苦，但是在你满足宝宝的需求过程当中，你也同时得到宝宝对你完全的爱及信任。随着孩子一天天的长大，透过孩子的眼睛，你们将重新再认识发现这个世界。也只有你们 ─ 宝宝的父母，可以提供他无条件的爱，安全的环境，良好的保健，滋养他的自信...，教导他享受人生。                                        展开 >>                 收起 <<,0.02517362
243,副主任医师 副教授,上海,1,0,10,0,0,,0.025023214
244,副主任医师 副教授,上海,1,2,1,1,2,,0.024954538999999998
245,副主任医师,北京,1,0,0,0,1,欢迎就诊                        各位患者，我院先天性心脏病门诊已经增加周六日上午门诊，欢迎就诊。,0.024865536
246,住院医师 助教,重庆,1,9,0,0,1,,0.024231608999999998
247,主任医师,济南,1,0,4,0,0,,0.024063632999999997
248,副主任医师 副教授,上海,1,6,3,0,0,,0.023965069
249,主治医师,郑州,0,0,6,0,0,,0.023744285
250,主治医师,长沙,1,1,2,2,1,相聚即是缘                        晨有清逸，暮有闲愁，梦随心动，心随梦求！,0.023180521000000003
251,主治医师,青岛,0,5,1,0,0,,0.022816156
252,副主任医师,北京,1,0,10,2,1,,0.021856726
253,住院医师,赣州,1,3,1,0,0,,0.021856393999999998
254,副主任医师,秦皇岛,0,0,1,0,4,您的信任是我最宝贵的财富                        儿童是国家的未来，儿童健康成长是每个家长的希望，让我和您一起来完成这个任务吧,0.021386555
255,副主任医师,成都,1,0,0,0,0,,0.02133127
256,主治医师,荆门,1,5,1,0,0,,0.020970911000000002
257,副主任医师,淄博,1,0,0,0,0,,0.020391071
258,主治医师 讲师,沈阳,1,0,1,0,1,,0.020261556
259,主治医师,济南,0,0,0,0,0,,0.020113011
260,住院医师,北京,1,0,0,0,1,,0.019366875
261,主治医师,成都,1,0,2,0,0,,0.019009248
262,副主任医师 副教授,青岛,1,7,1,0,0,,0.018962224
263,主治医师,天津,1,0,0,0,1,欢迎您的到来：                        身心健康是孩子最宝贵的财富，当前社会应该关心重视这个问题，家长和大夫更是责无旁贷。,0.018708501000000002
264,副主任医师,广州,1,0,6,3,0,,0.018667764
265,主治医师 讲师,武汉,1,9,0,0,0,业余时间服务患儿，促进自己                        欢迎大家来本页面交流，希望这个平台能成为普通人真正的免费福利,0.0183678
266,主任医师 教授,上海,1,0,10,0,1,,0.018321855
267,主治医师,北京,1,0,5,0,0,,0.018217005
268,副主任医师,佛山,1,5,0,0,1,欢迎词                        座右铭：用技术和爱心解除患儿的病痛。,0.01770219
269,主治医师,丹东,1,0,2,0,0,,0.017131352
270,副主任医师,上海,1,0,3,0,0,,0.016238988
271,主任医师,宁波,1,0,2,0,0,,0.015751663
272,主任医师,杭州,1,0,4,1,1,,0.015680956
273,主治医师,重庆,1,0,3,0,1,,0.015415906000000002
274,主治医师,北京,1,17,2,0,1,"欢迎您                        尊敬的网友：欢迎您浏览我的好大夫个人网页！从走向医学殿堂伊始，成为一名优秀的好大夫是我的人生追求。虽年资不高，但我在坚持不懈的努力，并在繁忙的工作之余时常关注着国际相关医术新进展，不断的提高和完善自我。我会不断地通过发表文章的形式，把...过敏性疾病朋友普遍关注的问题给予阐述，提供咨询和帮助!您也可以通过提问的方式把您的疑问发给我！总之，有过敏性疾病烦恼的朋友，请到这里来，我会竭尽全力给您满意答复！愿通过我们的共同努力,战胜过敏,远离过敏!(特此声明:",0.015187078
275,主治医师,西安,0,0,4,1,0,,0.014988061
276,主治医师,上海,1,0,10,0,1,,0.01487268
277,主任医师 教授,广州,1,5,1,0,3,我是艺术家                        作为一个儿科医生，当然也是一个“艺术家”，我很想为你分忧，聆听你的倾述，给你专业的指导意见，欢迎你！,0.014384138000000001
278,副主任医师,南平,1,0,0,0,1,,0.014244433999999999
279,副主任医师,四平,0,0,0,0,1,,0.013748695
280,主任医师,沈阳,1,0,0,0,1,欢迎咨询                        愿陪伴您新出生的宝贝健康成长。,0.013650866000000001
281,住院医师,北京,1,0,0,0,0,,0.01279339
282,副主任医师,成都,1,1,3,0,0,,0.012788058
283,主任医师 教授,上海,1,0,2,0,0,,0.01238711
284,副主任医师,石嘴山,0,8,0,0,0,,0.012087048000000001
285,副主任医师 副教授,西安,1,1,5,3,1,,0.012039913000000001
286,住院医师,郑州,0,1,3,1,0,,0.012036216
287,副主任医师,北京,1,0,7,0,0,,0.011825063
288,副主任医师,常州,1,5,3,1,0,每一个孩子的健康是我们儿科医生的使命                        常州市第二人民医院                儿童生长发育联合会诊会诊时间：2010年10月24日（周日）上午8点会诊地点：常州市第二人民医院儿科门诊二楼会诊专家：沈永年（全国儿童内分泌专家、上海儿童医学中心教授）      ...    吴果（常州市第二人民医院儿科副主任医师）会诊内容：诊断儿童矮小、性早熟、甲状腺疾病、儿童肥胖、早发育等儿科内分泌类疾病专家预约电话：0519-88106550网址：HTTP：//ww,0.011705413999999999
289,主任医师,哈尔滨,1,0,5,2,0,,0.011106942
290,住院医师,合肥,0,1,1,0,0,,0.011096878000000001
291,主治医师,中山,1,1,1,0,4,现在小儿先天性心脏病是可以治的！                        提起先天性心脏病，大部分人都觉得没希望了。其实随着医学的进步，现在很多先天性心脏病都是可以根治的，尤其是在小儿阶段。如简单的先天性心脏病：肺动脉瓣狭窄、动脉导管未闭、房间隔缺损，室间隔缺损等不但可以用外科开胸方法治疗，还可以用国际上最先进的...办法----介入手术根治，并达到无创效果。术中既不需要心脏停跳及切开心脏，更不需要输血，术后还可以完全无疤痕。（手术通路在右侧大腿，打针穿刺血管后沿血管走行将治疗器材送达患病部位即可）,0.010786124
292,主治医师 讲师,长春,1,8,5,0,1,心声！                        作为医生我愿意治病救人，作为同事我愿意和你们学习探讨医学相关知识。   儿童是祖国的希望、未来，能为祖国的希望、未来服务，是我毕生的荣耀！,0.01029251
293,主治医师 讲师,南京,1,0,5,0,0,,0.009968079
294,主任医师,北京,1,0,3,0,1,,0.009564268
295,副主任医师,忻州,0,0,0,0,0,,0.009516493000000001
296,副主任医师 副教授,上海,1,0,1,0,1,,0.009448322
297,副主任医师 副教授,长沙,1,0,1,0,0,,0.00921351
298,主任医师,青岛,1,4,4,0,0,欢迎词                        内病外治，舒心一贴，回归自然。,0.009207901999999999
299,主任医师,南京,1,0,1,0,0,,0.008883786
300,副主任医师 讲师,南京,1,0,2,0,0,生命是如此的美丽 The life is the like this beauty                        阳光的清晨小小鸟在快乐地歌唱新生宝宝在咿呀呀地成长生命是如此的美丽……,0.008833084
301,主任医师 副教授,青岛,1,0,2,1,0,,0.008509351
302,住院医师,合肥,0,0,2,1,0,,0.008347781
303,主任医师,厦门,1,0,0,0,0,,0.008253353
304,主任医师,泰州,1,0,1,1,0,,0.007877941999999999
305,住院医师 讲师,景德镇,0,0,1,0,0,关注儿童健康，关注祖国未来                        感谢各位同道的支持及病友的关注，祝愿全天下小朋友健健康康，快快乐乐的成长！zouyongzhoulove@163.com,0.007838029
306,住院医师,兰州,1,0,2,0,1,,0.00762568
307,主任医师 教授,成都,1,0,19,6,0,,0.007465751
308,主治医师,上海,1,0,4,0,0,,0.007287013
309,副主任医师 副教授,潍坊,1,0,3,0,0,,0.007176453
310,副主任医师,邢台,1,5,3,1,1,,0.0070968490000000006
311,副主任医师,达州,1,0,0,0,0,,0.006932717
312,主管技师,广州,1,4,0,0,0,,0.00669779
313,主治医师,连云港,1,3,3,0,1,,0.006653605999999999
314,副主任医师,柳州,1,0,1,0,0,,0.0058685180000000005
315,主任医师 教授,上海,1,0,4,0,0,,0.005852493
316,住院医师,潍坊,0,10,0,0,0,网络无限，能力有限，尽力而为吧                        行医原则：健康所系，性命相托，慎之又慎！举手立誓：我决心恪守医德，竭尽全力，除人类之病痛，助健康之完美，维护医术的圣洁和荣誉，救死扶伤，不辞艰辛，执着追求，为祖国的医药卫生事业的发展和人类的身心健康奋斗终生。真心寄语：祝愿大...家健健康康！祝愿患者们早日康复！                                        展开 >>                 收起 <<,0.005765172
317,主任医师,西安,1,0,2,0,1,,0.0057102130000000004
318,主任医师 教授,石家庄,1,0,8,0,0,,0.00555437
319,主任医师,齐齐哈尔,1,0,5,0,0,欢迎各位患者                        黑龙江省名中医金福厚教授独创中医药五联疗法治疗过敏性紫癜、紫癜肾、血小板减少紫癜黑龙江省名中医.黑龙江中医大学兼职教授.政府津贴获得者.齐齐哈尔紫癜研究室主任.齐齐哈尔中医医院主任医师金福厚教授，经历二十多年潜心研究，把博大精深的中...医医院理论和现代高科技完美结合，运用阴阳五行学说和现代免疫分子生物学结合，解决了医学界对顽固性过敏性紫癜，紫癜性肾炎肾病，难治性血小板减少紫癜，久治不愈的难题，使众多省内外久治不愈患者，获得康复，摆脱了西医长期使,0.005526176
320,主任医师 教授,西安,1,1,13,3,1,,0.005405956
321,主任医师 教授,武汉,1,0,8,0,0,,0.005212248
322,副主任医师,佛山,0,54,4,0,1,,0.005095903
323,主任医师 教授,宁波,0,0,5,0,0,,0.004872331
324,主治医师,安阳,0,0,6,1,1,,0.00463133
325,副主任医师,广州,1,0,1,0,0,,0.004581521
326,住院医师,合肥,0,0,1,0,0,,0.00451695
327,副主任医师 副教授,钦州,1,0,4,0,0,,0.004228966
328,住院医师,阳江,0,1,1,0,0,欢迎词                        努力做一名合格的新生儿科医师...,0.004205627
329,主任医师 副教授,深圳,1,0,5,0,0,,0.0034784890000000004
330,主任医师,长沙,1,0,4,2,0,,0.0029872979999999998
331,副主任医师,上海,1,1,3,0,0,,0.0028244190000000003
332,主任医师,广州,1,0,1,0,0,,0.00275178
333,副主任医师,佳木斯,1,8,2,0,0,,0.0026006889999999998
334,副主任医师 副教授,青岛,1,0,10,2,0,,0.00091261
335,主治医师,北京,0,0,0,0,0,,0.0
336,副主任医师,郑州,1,0,2,0,0,,0.0
337,副主任医师,湖州,1,0,1,0,0,,0.0
338,副主任医师 副教授,东营,0,0,3,1,0,,0.0
339,副主任医师 副教授,长春,1,0,3,0,1,,0.0
340,住院医师,莱芜,0,0,1,0,0,,0.0
341,副主任医师,长沙,1,0,0,0,0,,0.0
342,副主任医师,淄博,1,0,8,0,0,,0.0
343,副主任医师,深圳,0,0,1,0,0,,0.0
344,副主任医师,上海,1,0,0,0,0,,0.0
345,主治医师,廊坊,0,0,0,0,0,,0.0
346,住院医师,重庆,0,0,0,0,0,,0.0
347,副主任医师,沧州,0,0,0,0,0,,0.0
348,副主任医师,宜昌,1,0,1,0,0,,0.0
349,主治医师,成都,0,0,1,0,1,,0.0
350,住院医师,深圳,0,0,0,0,0,,0.0
351,住院医师,鹤岗,0,0,0,0,0,,0.0
352,主任医师,临夏,1,1,2,2,1,,0.0
353,副主任医师 副教授,郑州,0,0,0,0,0,,0.0
354,住院医师,郑州,1,0,0,0,0,,0.0
355,住院医师,唐山,0,0,0,0,0,,0.0
356,主任医师,湖州,1,0,1,0,0,欢迎词                        欢迎来到我的网站！希望能为你提供一些帮助！,0.0
357,副主任医师,广州,1,0,0,0,0,,0.0
358,副主任医师 副教授,东莞,1,0,0,0,0,,0.0
359,住院医师,安阳,0,0,0,0,0,,0.0
360,住院医师,上海,0,0,0,0,0,,0.0
361,副主任医师,盐城,0,0,1,0,0,,0.0
362,主任医师 教授,长春,1,0,4,0,0,,0.0
363,副主任医师,兰州,1,0,1,0,0,,0.0
364,主任医师,荆州,1,0,2,0,0,,0.0
365,住院医师,贵港,0,0,1,0,0,,0.0
366,住院医师,潍坊,0,0,0,0,0,,0.0
367,主治医师,蚌埠,1,0,0,0,0,,0.0
368,主治医师,天津,1,0,8,0,0,,0.0
369,副主任医师 副教授,鞍山,1,0,0,0,1,,0.0
370,主治医师,烟台,0,0,0,0,0,,0.0
371,主治医师,广州,1,1,2,0,0,,0.0
372,主治医师,随州,0,0,0,0,0,,0.0
373,副主任医师,北京,1,0,1,0,1,,0.0
374,主治医师,成都,0,0,0,0,0,,0.0
375,住院医师,鹤岗,0,0,0,0,0,,0.0
376,主治医师,沧州,0,0,0,0,0,,0.0
377,住院医师,福州,1,0,1,0,1,,0.0
378,副主任医师,保定,0,0,0,0,0,,0.0
379,副主任医师,绍兴,0,0,0,0,0,,0.0
380,住院医师,北京,1,0,2,0,0,,0.0
381,主任医师,福州,1,0,2,1,0,,0.0
382,住院医师,深圳,0,0,0,0,0,,0.0
383,主治医师,荆州,0,0,0,0,0,,0.0
384,主任医师 教授,泸州,1,0,0,0,1,,0.0
385,主任医师 副教授,乌鲁木齐,1,0,5,0,0,,0.0
386,主任医师 教授,西宁,0,0,0,0,0,,0.0
387,住院医师,西安,0,0,1,1,0,,0.0
388,住院医师,十堰,1,0,0,0,0,,0.0
389,副主任医师,长沙,1,0,2,0,0,,0.0
390,主治医师,柳州,1,1,1,0,0,,0.0
391,主治医师,郑州,1,0,1,0,1,,0.0
392,副主任医师,济南,0,0,0,0,0,,0.0
393,副主任医师,郑州,0,0,0,0,0,,0.0
394,副主任医师,深圳,1,0,1,0,0,,0.0
395,主治医师,漯河,1,0,1,0,0,,0.0
396,主治医师,中山,1,0,1,0,0,,0.0
397,主任医师,湖州,1,0,1,0,0,,0.0
398,副主任医师,昆明,0,0,0,0,0,,0.0
399,主治医师 讲师,滨州,1,0,0,0,0,,0.0
400,住院医师,荆州,0,0,2,0,0,,0.0
401,主任医师,无锡,1,0,2,0,0,,0.0
402,住院医师,武汉,0,0,0,0,0,,0.0
403,主治医师,长沙,0,0,3,0,0,,0.0
404,主治医师,乌鲁木齐,0,0,0,0,0,,0.0
405,主任医师,杭州,1,0,6,0,0,,0.0
406,主治医师 讲师,上海,1,0,1,0,0,,0.0
407,住院医师,郑州,0,0,0,0,0,,0.0
408,副主任医师,北京,1,2,0,0,0,,0.0
409,住院医师,郑州,0,0,1,1,0,,0.0
410,住院医师 助教,新乡,0,2,0,0,0,,0.0
411,主治医师,江门,1,3,1,0,0,"热烈欢迎光临本网站                        这里找不到最权威的答案,这里也找不到教授级的人物.但这里却找得到一位基层医生与普通患者的真实的交流的情况,尽心尽力找到最合适的答案,最佳的解决方案.....",0.0
412,主治医师,上海,1,0,2,0,0,,0.0
413,住院医师 讲师,四平,1,0,3,0,1,,0.0
414,副主任医师,濮阳,0,0,1,0,0,,0.0
415,副主任医师,连云港,1,0,0,0,0,,0.0
416,副主任医师,襄阳,1,0,2,0,0,,0.0
417,主治医师,上海,1,0,2,0,1,小儿脑血管病                        小儿脑血管病发病率不高，但专职医师更少，本专栏为全国脑血管病的患儿提供一个咨询的平台。,0.0
418,住院医师,安阳,0,0,0,0,0,,0.0
419,主治医师,鹤岗,0,0,0,0,0,,0.0
420,主治医师,兰州,1,0,2,0,0,,0.0
421,住院医师,菏泽,0,0,0,0,0,,0.0
422,主治医师,安阳,0,0,0,0,0,,0.0
423,副主任医师,青岛,1,0,1,0,0,,0.0
424,主治医师,深圳,0,0,0,0,0,,0.0
425,住院医师,郑州,0,0,0,0,0,欢迎词                        儿童的心律失常没有引起家长及普通医生的重视，且相关方面的专业医生寥寥无几。目前：一些孩子因心动过速发作而烦躁不安，或因心动过缓而精神不振；一些孩子感冒后被盖上“病毒性心肌炎”的大帽子，而真正的心肌炎却被漏诊、误诊；先天性心脏病术前、术后的心...律失常问题也向医生提出了挑战！今天，一位致力于小儿心律失常专业的医生来了，希望能在最大程度上给可爱的孩子们提供帮助。                                        展开 >>,0.0
426,副主任医师 副教授,广州,1,0,0,0,0,,0.0
427,主任医师,宜昌,0,0,0,0,0,,0.0
428,主治医师,阳江,0,0,0,0,0,,0.0
429,住院医师,淮南,0,0,2,0,0,,0.0
430,副主任医师 副教授,北京,1,0,1,0,0,,0.0
431,主治医师 研究员,临沂,0,0,0,0,0,,0.0
432,副主任医师,通化,1,0,2,0,0,,0.0
433,主治医师,桂林,1,0,0,0,0,,0.0
434,副主任医师,济南,0,0,0,0,0,,0.0
435,主治医师,杭州,0,0,1,0,0,,0.0
436,副主任医师,广州,1,0,0,0,0,,0.0
437,主治医师 讲师,成都,1,0,1,0,0,,0.0
438,主治医师,南宁,0,0,0,0,0,,0.0
439,副主任医师,北京,1,0,1,0,0,,0.0
440,副主任医师,南宁,1,0,0,0,0,,0.0
441,主治医师,哈尔滨,1,0,0,0,0,,0.0
442,主治医师,广州,0,0,0,0,0,,0.0
443,副主任医师 副教授,承德,1,0,0,0,0,,0.0
444,主治医师,上海,0,0,1,0,0,,0.0
445,主治医师,青岛,0,0,3,0,0,,0.0
446,副主任医师,安阳,1,0,0,0,0,,0.0
447,主治医师,成都,0,0,0,0,0,,0.0
448,副主任医师 副教授,武汉,1,0,0,0,0,,0.0
449,主任医师,抚顺,1,0,0,0,0,,0.0
450,副主任医师,赣州,0,0,0,0,0,,0.0
451,主任医师 教授,石家庄,1,0,10,1,0,,0.0
452,主治医师,安阳,0,0,0,0,0,,0.0
453,主任医师 教授,安阳,1,0,6,1,0,,0.0
